COURSE NUMBER,COURSE NAME,CRN,INSTRUCTOR,DAYS,TIME,BUILDING,ROOM,SEATS AVAILABLE
FDST6250L,Food Product Development,63907,Anand Mohan,W,1350-1650,Food Science,202,28
FDST7000,Master's Research,20954,Rakesh Singh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,20958,Faith Critzer,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,20959,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,20970,Laurel Dunn,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7000,Master's Research,20971,Anand Mohan,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,21008,Fanbin Kong,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,21015,Kaitlyn Casulli,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,21023,Chad Paton,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,21259,Govindaraj Dev Kumar,No days set,0001-2359,No Classroom Required,NCRR,1
FDST7000,Master's Research,21260,Joonhyuk Suh,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7000,Master's Research,21266,Issmat Kassem,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,21277,Ynes Ortega,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,35505,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,37562,Abhinav Mishra,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7000,Master's Research,44756,Malak Esseili,No days set,0001-2359,No Classroom Required,NCRR,2
FDST7000,Master's Research,44757,Jinru Chen,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,44758,Koushik Adhikari,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,44759,Francisco Diez-Gonzalez,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7000,Master's Research,44760,James Gratzek,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,44762,Yen-Con Hung,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,48411,Casimir Akoh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,50215,Joseph Usack,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,50217,Kevin Mis Solval,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,53549,Manpreet Singh,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7000,Master's Research,53550,Hendrik den Bakker,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,53552,Xiangyu Deng,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7000,Master's Research,53554,Christopher Kucha,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7000,Master's Research,53556,Hualu Zhou,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7007E,Directed Project in Food Science,47396,Chad Paton,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7007E,Directed Project in Food Science,51375,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,3
FDST7007E,Directed Project in Food Science,51376,Anand Mohan,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7007E,Directed Project in Food Science,51382,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7007E,Directed Project in Food Science,55405,Joseph Usack,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7007E,Directed Project in Food Science,58747,Laurel Dunn,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7010E,Food Formulation and Preservation,53526,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,14
FDST7020E,Integration of Multidisciplinary Topics in Foods,35411,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,22
FDST7060E,Microbial Hazards in Food: Assessment and Control,53527,Faith Critzer,No days set,0001-2359,No Classroom Required,NCRR,14
FDST7110E,Food Safety Programs,53529,Abhinav Mishra,No days set,0001-2359,No Classroom Required,NCRR,19
FDST7300,Master's Thesis,21082,Rakesh Singh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,21093,Faith Critzer,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,21104,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,21126,Laurel Dunn,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,21135,Anand Mohan,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,21140,Fanbin Kong,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,21145,Kaitlyn Casulli,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,21152,Chad Paton,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,21278,Govindaraj Dev Kumar,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,35506,Joonhyuk Suh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,40003,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44776,Issmat Kassem,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44778,Ynes Ortega,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,44779,Malak Esseili,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,44780,Jinru Chen,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44781,Abhinav Mishra,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,44782,Casimir Akoh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44783,Joseph Usack,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44784,Koushik Adhikari,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,44785,Francisco Diez-Gonzalez,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,50216,Manpreet Singh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,50220,James Gratzek,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,53697,Yen-Con Hung,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,53698,Kevin Mis Solval,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,53699,Hendrik den Bakker,No days set,0001-2359,No Classroom Required,NCRR,4
FDST7300,Master's Thesis,53700,Christopher Kucha,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,53772,Xiangyu Deng,No days set,0001-2359,No Classroom Required,NCRR,5
FDST7300,Master's Thesis,53844,Hualu Zhou,No days set,0001-2359,No Classroom Required,NCRR,5
FDST8050,Foodborne Pathogens and Toxins,52898,Issmat Kassem,TR,1110-1225,Food Science,202,10
FDST8060,Advanced Food Processes,52899,Fanbin Kong,MW,0910-1000,Food Science,202,22
FDST8060L,Advanced Food Processes,52900,Fanbin Kong,M,1020-1220,Food Science,217,22
FDST8060L,Advanced Food Processes,52900,Fanbin Kong,M,1020-1220,Food Science,218,22
FDST8060L,Advanced Food Processes,52900,Fanbin Kong,M,1020-1220,Food Science,131,22
FDST8110E,Food Research and the Scientific Method,59085,Koushik Adhikari,TR,1420-1535,No Classroom Required,NCRR,22
FDST8500,Food Science Seminar,22211,Casimir Akoh,T,1555-1645,Food Science,131,7
FDST9000,Doctoral Research,21167,Rakesh Singh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,21172,Faith Critzer,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,21210,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,21214,Laurel Dunn,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,21215,Anand Mohan,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,21216,Fanbin Kong,No days set,0001-2359,No Classroom Required,NCRR,0
FDST9000,Doctoral Research,21217,Kaitlyn Casulli,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,21219,Chad Paton,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,21287,Govindaraj Dev Kumar,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,21288,Issmat Kassem,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,21289,Joonhyuk Suh,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,21304,Ynes Ortega,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,35356,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,35507,Abhinav Mishra,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,40016,Casimir Akoh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,40033,Malak Esseili,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,44786,Jinru Chen,No days set,0001-2359,No Classroom Required,NCRR,1
FDST9000,Doctoral Research,44787,Koushik Adhikari,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,44788,Joseph Usack,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,44789,Francisco Diez-Gonzalez,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,44790,James Gratzek,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,53787,Manpreet Singh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,53801,Yen-Con Hung,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9000,Doctoral Research,53803,Kevin Mis Solval,No days set,0001-2359,No Classroom Required,NCRR,1
FDST9000,Doctoral Research,53804,Hendrik den Bakker,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,53805,Christopher Kucha,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9000,Doctoral Research,53845,Xiangyu Deng,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9000,Doctoral Research,62316,Hualu Zhou,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21221,Rakesh Singh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21222,Faith Critzer,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21223,William Kerr,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21240,Laurel Dunn,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9300,Doctoral Dissertation,21241,Anand Mohan,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21245,Fanbin Kong,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21247,Kaitlyn Casulli,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,21250,Chad Paton,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,35508,Joonhyuk Suh,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9300,Doctoral Dissertation,40030,Govindaraj Dev Kumar,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,40031,Issmat Kassem,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,40034,Ynes Ortega,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44791,Malak Esseili,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44792,Jinru Chen,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9300,Doctoral Dissertation,44793,Koushik Adhikari,No days set,0001-2359,No Classroom Required,NCRR,4
FDST9300,Doctoral Dissertation,44794,Francisco Diez-Gonzalez,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44795,Ronald Pegg,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44796,Abhinav Mishra,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44797,Casimir Akoh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,44798,Joseph Usack,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,46115,James Gratzek,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,53812,Yen-Con Hung,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,53838,Kevin Mis Solval,No days set,0001-2359,No Classroom Required,NCRR,3
FDST9300,Doctoral Dissertation,53839,Hendrik den Bakker,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,53840,Xiangyu Deng,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,53841,Manpreet Singh,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,53849,Hualu Zhou,No days set,0001-2359,No Classroom Required,NCRR,5
FDST9300,Doctoral Dissertation,67601,Christopher Kucha,No days set,0001-2359,No Classroom Required,NCRR,5
FHCE2100E,Introduction to Consumer Economics,56592,Tammy Williams,No days set,0001-2359,No Classroom Required,NCRR,0
FHCE2100E,Introduction to Consumer Economics,69029,James Pasztor,No days set,0001-2359,No Classroom Required,NCRR,2
FHCE3010,"Directed Study in Financial Planning, Housing and Consumer Economics",37163,Dee Warmath,No days set,0001-2359,No Classroom Required,NCRR,4
FHCE3010,"Directed Study in Financial Planning, Housing and Consumer Economics",52001,Kimberly Skobba,No days set,0001-2359,No Classroom Required,NCRR,3
FHCE3010,"Directed Study in Financial Planning, Housing and Consumer Economics",63408,Sherle Brown,No days set,0001-2359,No Classroom Required,NCRR,3
FHCE3100,Consumer Decision Making,61617,Tammy Williams,TR,0800-0915,Dawson Hall,110,0
FHCE3100E,Consumer Decision Making,56593,James Pasztor,No days set,0001-2359,No Classroom Required,NCRR,2
FHCE3150,Consumer Economics Theory,63581,Patryk Babiarz,MWF,1130-1220,Dawson Hall,116,0
FHCE3200,Introduction to Personal  Finance,26083,Michael Thomas,MWF,1500-1550,Zell B Miller Learning Center,171,1
FHCE3200,Introduction to Personal  Finance,45075,Michael Thomas,MWF,1350-1440,Zell B Miller Learning Center,171,-2
FHCE3200,Introduction to Personal  Finance,63937,Narang Park,TR,0935-1050,Forest Resources-2,100,22
FHCE3200E,Introduction to Personal Finance,61736,Tammy Williams,No days set,0001-2359,No Classroom Required,NCRR,0
FHCE3200E,Introduction to Personal Finance,69036,Narang Park,No days set,0001-2359,No Classroom Required,NCRR,0
FHCE3200E,Introduction to Personal Finance,69601,James Pasztor,No days set,0001-2359,No Classroom Required,NCRR,0
FHCE3260,Computer Applications for Financial Planning,35111,Zongze Li,TR,0800-0915,Dawson Hall,202,9
FHCE3300,Housing in Contemporary Society,59771,Kimberly Skobba,MWF,1020-1110,Dawson Hall,208,-4
FHCE4000,Consumer Analytics: Evidence-Based Strategy,53859,Yilang Peng,TR,1245-1400,Dawson Hall,202,5
FHCE4011,Social Entrepreneurship: Strategic Storytelling,56570,Yilang Peng,TR,1110-1225,Dawson Hall,202,22
FHCE4100,Consumer Well-Being,36426,Dee Warmath,TR,1110-1225,Dawson Hall,310,13
FHCE4150,Women in the Global Economy,56571,Diann Moorman,TR,1420-1535,Hardman Hall,101,6
FHCE4200,Wealth Management I,56572,Michael Thomas,TR,1420-1535,Zell B Miller Learning Center,248,20
FHCE4205,Wealth Management II,27650,Lu Fan,TR,0935-1050,Dawson Hall,208,16
FHCE4210,Retirement Planning and Employee Benefits,36427,Efthymia Antonoudi,TR,1245-1400,Zell B Miller Learning Center,348,25
FHCE4220,Estate Planning,63583,Efthymia Antonoudi,TR,1110-1225,Zell B Miller Learning Center,348,25
FHCE4230,Family Tax Planning,56577,Lance Palmer,TR,0800-0915,Dawson Hall,208,36
FHCE4235S,Applied Financial Planning,45237,Lance Palmer,W,1240-1330,Dawson Hall,110,1
FHCE4235S,Applied Financial Planning,45237,Lance Palmer,MW,0900-1100,Schwab Financial Planning Cntr,109,1
FHCE4235S,Applied Financial Planning,45241,Lance Palmer,MW,1550-1850,Dawson Hall,202,2
FHCE4235S,Applied Financial Planning,45241,Lance Palmer,W,1240-1330,Dawson Hall,110,2
FHCE4235S,Applied Financial Planning,45247,Lance Palmer,W,1240-1330,Dawson Hall,110,7
FHCE4235S,Applied Financial Planning,45247,Lance Palmer,TR,1550-1850,Schwab Financial Planning Cntr,109,7
FHCE4235S,Applied Financial Planning,45249,Lance Palmer,F,0910-1315,Schwab Financial Planning Cntr,109,0
FHCE4235S,Applied Financial Planning,45249,Lance Palmer,W,1240-1330,Dawson Hall,110,0
FHCE4235S,Applied Financial Planning,57535,Lance Palmer,TR,0935-1135,Schwab Financial Planning Cntr,109,7
FHCE4235S,Applied Financial Planning,57535,Lance Palmer,W,1240-1330,Dawson Hall,110,7
FHCE4235S,Applied Financial Planning,57536,Lance Palmer,F,1350-1755,Schwab Financial Planning Cntr,109,1
FHCE4235S,Applied Financial Planning,57536,Lance Palmer,W,1240-1330,Dawson Hall,110,1
FHCE4250,Practice Management in Financial Planning,27681,Caleb Brown,TR,0800-0915,Dawson Hall,306,9
FHCE4250,Practice Management in Financial Planning,53682,Caleb Brown,TR,0935-1050,Dawson Hall,306,12
FHCE4310,Housing Policy,27688,Andrew Carswell,MWF,0910-1000,Dawson Hall,202,22
FHCE4330,Leasing Strategies for Residential Property Management,27692,Sherle Brown,TR,0935-1050,Dawson Hall,110,24
FHCE4340S,Housing and Community Development,45080,Jermaine Durham,TR,1245-1400,Dawson Hall,310,17
FHCE4400,Family Demographics and Policy,65038,Andrew Carswell,MWF,1500-1550,Dawson Hall,208,30
FHCE4900,"Seminar in Financial Planning, Housing and Consumer Economics",63837,Andrew Carswell,TR,1420-1535,Dawson Hall,206,21
FHCE5011,Social Entrepreneurship Capstone,56579,Dee Warmath,TR,1555-1710,Conner Hall,311,9
FHCE5050,Consumer Analytics: Evidence-Based Innovation,35124,Dee Warmath,TR,1420-1535,Conner Hall,311,19
FHCE5100,Consumer Policy,26088,Daehwan Ahn,MWF,1240-1330,Dawson Hall,206,20
FHCE5160,Capstone in Consumer Economics,56580,Diann Moorman,MWF,1350-1440,Dawson Hall,208,11
FHCE5175,Poverty in America,63838,Diann Moorman,TR,1245-1400,Geography Geology,0300A,0
FHCE5200,Financial Counseling and Client Communication,56581,Stephen Kuzniak,TR,1555-1710,Dawson Hall,208,23
